orig_slo,slo_type,insertion_time,wait_time,prompt_tok,out_tok,total_tok,ttft,tbt_p95,tbt_p99,tbt_slo,tbt_violation,tbt_success_rate_pct,ttlt,diff,violation,total_violation,finished_time,success_rate_pct,success_count,processed_count,kv,run_cnt,wait_cnt,swap_cnt,vram_used_gib,vram_total_gib,vq_id,vq_groups,head_deadline,slack,model,deadlines
1,0,1769172827.4685,0.5596,27,22,49,0.0867,0.0465,0.0471,1,0,100,0.5083,-0.3537,0,0,1769172829.73554,100,9,9,0,0,0,0,13.46,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.5351,0.7622,27,32,59,0.0695,0.0423,0.0466,1,0,100,0.5796,-0.1683,0,0,1769172830.25721,100,9,9,0.013,7,0,0,13.52,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.4071,0.2728,27,32,59,0.4311,0.0454,0.0474,1,0,100,1.0219,-0.2961,0,0,1769172830.78029,100,9,9,0,0,0,0,13.46,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.4579,0.4461,27,32,59,0.208,0.0449,0.0468,1,0,100,0.7962,-0.3459,0,0,1769172831.30597,100,9,9,0,0,0,0,13.46,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.3966,0.154,27,33,60,0.5632,0.0446,0.0465,1,0,100,1.1529,-0.2828,0,0,1769172831.80064,100,9,9,0,0,0,0,12.58,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.4792,0.6983,27,32,59,0.0732,0.0432,0.0445,1,0,100,0.6182,-0.2285,0,0,1769172832.80968,100,9,9,0.013,6,0,0,13.52,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.4476,0.3372,27,32,59,0.3252,0.047,0.0485,1,0,100,0.9182,-0.3375,0,0,1769172832.81131,100,9,9,0,0,0,0,13.46,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.6589,0.7758,27,32,59,0.066,0.0214,0.0473,1,0,100,0.5378,-0.1582,0,0,1769172833.35894,100,9,9,0.014,8,0,0,13.52,15,0,1,1769173027.376,200,meta-llama/Llama-3.2-1B-Instruct,1769173027.376
1,0,1769172827.6977,0.8705,27,32,59,0.0702,0.0179,0.0194,1,0,100,0.4907,-0.0593,0,0,1769172833.83782,100,9,9,0.014,8,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172827.7084,6.1836,27,32,59,0.1001,0.0443,0.0451,1,0,100,0.6454,5.2836,5.2836,10.5609,1769172834.53859,90,9,11,0.014,1,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172827.719,6.2156,27,32,59,0.0618,0.0427,0.0464,1,0,100,0.6033,5.2773,5.2773,10.5609,1769172834.5388,81.82,9,11,0.014,1,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172827.7297,6.3557,27,32,59,0.0557,0.0456,0.0472,1,0,100,0.598,5.4114,5.4114,15.9723,1769172834.68433,75,9,12,0.014,3,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172827.7404,6.5044,27,33,60,0.0555,0.0441,0.0443,1,0,100,0.5978,5.5599,5.5599,21.5322,1769172834.84357,69.23,9,13,0.014,4,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172827.751,6.6335,27,32,59,0.0641,0.046,0.047,1,0,100,0.6349,5.6975,5.6975,27.2297,1769172835.02077,64.29,9,14,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172827.8442,6.681,27,32,59,0.0577,0.0448,0.0453,1,0,100,0.5955,5.7387,5.7387,32.9684,1769172835.12164,60,9,15,0.015,6,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172827.888,6.7839,27,32,59,0.0568,0.046,0.0465,1,0,100,0.5985,5.8407,5.8407,38.8091,1769172835.27122,56.25,9,16,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.0102,6.8119,27,32,59,0.0653,0.0452,0.0479,1,0,100,0.6037,5.8772,5.8772,44.6863,1769172835.42728,52.94,9,17,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.0207,6.943,27,32,59,0.0567,0.0412,0.0432,1,0,100,0.5944,5.9997,5.9997,50.6859,1769172835.55901,50,9,18,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.0313,7.0798,27,32,59,0.0544,0.0432,0.0462,1,0,100,0.5941,6.1342,6.1342,56.8202,1769172835.7103,47.37,9,19,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.0727,7.1886,27,32,59,0.0509,0.043,0.0456,1,0,100,0.6216,6.2395,6.2395,63.0597,1769172835.88485,45,9,20,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.1526,7.2887,27,32,59,0.0512,0.0455,0.0456,1,0,100,0.6203,6.3399,6.3399,75.8905,1769172836.06271,42.86,9,22,0.015,4,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.2729,7.4325,27,16,43,0.0584,0.0468,0.0468,1,0,100,0.3567,6.4908,6.4908,75.8905,1769172836.0629,40.91,9,22,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.2194,7.3264,27,32,59,0.0578,0.046,0.0462,1,0,100,0.5971,6.3842,6.3842,82.2746,1769172836.1438,39.13,9,23,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.2834,7.5547,27,32,59,0.0464,0.0437,0.0452,1,0,100,0.5858,6.6011,6.6011,88.8758,1769172836.42471,37.5,9,24,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.2971,7.6912,27,32,59,0.0566,0.0433,0.0441,1,0,100,0.5904,6.7478,6.7478,95.6236,1769172836.57946,36,9,25,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.3115,7.8402,27,32,59,0.0509,0.0453,0.0465,1,0,100,0.5875,6.891,6.891,102.5146,1769172836.74096,34.62,9,26,0.014,3,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.323,7.9865,27,32,59,0.0507,0.045,0.0464,1,0,100,0.6235,7.0371,7.0371,109.5517,1769172836.93405,33.33,9,27,0.015,4,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.4145,8.0458,27,32,59,0.0456,0.0465,0.0469,1,0,100,0.6221,7.0915,7.0915,116.6432,1769172837.08411,32.14,9,28,0.015,4,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.4291,8.17,27,32,59,0.0533,0.0472,0.0488,1,0,100,0.6331,7.2233,7.2233,123.8665,1769172837.23319,31.03,9,29,0.015,4,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.4412,8.2869,27,32,59,0.058,0.045,0.0462,1,0,100,0.5974,7.3449,7.3449,131.2114,1769172837.3265,30,9,30,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.4568,8.418,27,32,59,0.0577,0.0457,0.052,1,0,100,0.6355,7.4757,7.4757,138.6871,1769172837.51135,29.03,9,31,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.4675,8.5378,27,32,59,0.0629,0.0459,0.054,1,0,100,0.6447,7.6007,7.6007,146.2878,1769172837.65306,28.12,9,32,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.4781,8.6658,27,32,59,0.0523,0.0478,0.052,1,0,100,0.6308,7.7181,7.7181,154.0059,1769172837.7759,27.27,9,33,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.5351,8.777,27,32,59,0.0649,0.0452,0.0458,1,0,100,0.6388,7.8418,7.8418,161.8478,1769172837.95183,26.47,9,34,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.8562,9.1259,27,0,27,,,,1,,,0.0566,8.1825,8.1825,170.0303,1769172838.03943,25.71,9,35,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.5838,8.8346,27,32,59,0.0592,0.046,0.046,1,0,100,0.6455,7.8937,7.8937,177.924,1769172838.06497,25,9,36,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.6216,8.9447,27,32,59,0.0569,0.0445,0.0454,1,0,100,0.642,8.0016,8.0016,185.9256,1769172838.20929,24.32,9,37,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.728,8.9688,27,32,59,0.0458,0.0454,0.0456,1,0,100,0.6169,8.0146,8.0146,193.9402,1769172838.31556,23.68,9,38,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.7698,9.0764,27,32,59,0.0579,0.0457,0.0459,1,0,100,0.6347,8.1343,8.1343,202.0745,1769172838.48194,23.08,9,39,0.015,5,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.8668,9.2421,27,32,59,0.047,0.0449,0.0451,1,0,100,0.6162,8.2891,8.2891,210.3636,1769172838.72677,22.5,9,40,0.015,4,0,0,13.52,15,0,78,1769172828.719,-5.103,meta-llama/Llama-3.2-1B-Instruct,"1769172828.719, 1769172828.730, 1769172828.740, 1769172828.751, 1769172828.844"
1,0,1769172828.9158,9.3411,27,32,59,0.0578,0.0468,0.0485,1,0,100,0.6464,8.3989,8.3989,218.7625,1769172838.90712,21.95,9,41,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172829.1052,9.2813,27,32,59,0.0459,0.0452,0.0452,1,0,100,0.5893,8.3271,8.3271,227.0896,1769172838.97702,21.43,9,42,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172829.1437,9.3758,27,32,59,0.0596,0.0451,0.0472,1,0,100,0.6357,8.4355,8.4355,235.5251,1769172839.15678,20.93,9,43,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172829.1814,9.4847,27,32,59,0.0595,0.0457,0.046,1,0,100,0.6058,8.5442,8.5442,244.0693,1769172839.27274,20.45,9,44,0.015,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172829.192,9.6216,27,32,59,0.0597,0.0453,0.0459,1,0,100,0.6072,8.6813,8.6813,252.7506,1769172839.42162,20,9,45,0.015,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172833.9158,5.4876,27,0,27,,,,1,,,0.0631,4.5507,4.5507,257.3012,1769172839.46713,19.57,9,46,0.015,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172829.2439,9.7095,27,32,59,0.0672,0.0436,0.0445,1,0,100,0.6424,8.7767,8.7767,266.0779,1769172839.59734,19.15,9,47,0.015,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172830.7798,8.3214,27,32,59,0.0534,0.0453,0.046,1,0,100,0.5936,7.3749,7.3749,273.4528,1769172839.69567,18.75,9,48,0.015,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172831.257,8.0036,27,31,58,0.0562,0.0452,0.0452,1,0,100,0.625,7.0598,7.0598,280.5126,1769172839.88727,18.37,9,49,0.015,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172833.9539,5.5979,27,31,58,0.0449,0.0449,0.0458,1,0,100,0.6231,4.6428,4.6428,285.1554,1769172840.17584,18,9,50,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172833.9647,5.7201,27,32,59,0.0564,0.0453,0.0455,1,0,100,0.6336,4.7765,4.7765,289.9319,1769172840.31949,17.65,9,51,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172833.9754,5.8554,27,32,59,0.0556,0.0455,0.0467,1,0,100,0.6286,4.9111,4.9111,294.843,1769172840.46066,17.31,9,52,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.0953,5.9999,27,23,50,0.0573,0.0428,0.0453,1,0,100,0.4528,5.0572,5.0572,304.9184,1769172840.55621,16.98,9,54,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172833.986,5.9663,27,32,59,0.0519,0.0449,0.0454,1,0,100,0.5963,5.0182,5.0182,304.9184,1769172840.55638,16.67,9,54,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.1167,6.2876,27,14,41,0.0557,0.0449,0.0449,1,0,100,0.3025,5.3433,5.3433,310.2617,1769172840.71083,16.36,9,55,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.1061,6.1371,27,32,59,0.056,0.0448,0.0548,1,0,100,0.5955,5.1931,5.1931,315.4548,1769172840.84532,16.07,9,56,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.1273,6.4246,27,32,59,0.0554,0.0501,0.0548,1,0,100,0.6274,5.48,5.48,320.9348,1769172841.1807,15.79,9,57,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.1391,6.5719,27,32,59,0.0644,0.0453,0.0455,1,0,100,0.6351,5.6363,5.6363,326.5712,1769172841.34716,15.52,9,58,0.015,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.216,6.6255,27,32,59,0.0576,0.0449,0.0498,1,0,100,0.6388,5.6831,5.6831,332.2543,1769172841.48131,15.25,9,59,0.016,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.3684,6.6054,27,32,59,0.0586,0.0459,0.0462,1,0,100,0.6328,5.664,5.664,337.9183,1769172841.60821,15,9,60,0.016,4,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.4343,6.6634,27,32,59,0.0505,0.0446,0.045,1,0,100,0.6041,5.7139,5.7139,343.6323,1769172841.7028,14.75,9,61,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.519,6.7388,27,32,59,0.0525,0.0444,0.0456,1,0,100,0.6068,5.7913,5.7913,349.4236,1769172841.86785,14.52,9,62,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.5304,6.8741,27,32,59,0.0561,0.0447,0.0468,1,0,100,0.5969,5.9302,5.9302,355.3538,1769172842.0058,14.29,9,63,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.5411,7.0133,27,32,59,0.0531,0.0461,0.0468,1,0,100,0.5998,6.0664,6.0664,361.4202,1769172842.15532,14.06,9,64,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.5518,7.144,27,31,58,0.0575,0.0443,0.0447,1,0,100,0.6053,6.2015,6.2015,367.6217,1769172842.30222,13.85,9,65,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.5624,7.2978,27,32,59,0.0542,0.0438,0.0448,1,0,100,0.5951,6.352,6.352,373.9737,1769172842.4563,13.64,9,66,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.7182,7.2877,27,32,59,0.0548,0.0448,0.0455,1,0,100,0.5982,6.3424,6.3424,380.3161,1769172842.60746,13.43,9,67,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.7951,7.3467,27,32,59,0.0657,0.046,0.0463,1,0,100,0.6394,6.4125,6.4125,386.7286,1769172842.78278,13.24,9,68,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.8888,7.4057,27,32,59,0.0596,0.0454,0.0461,1,0,100,0.6383,6.4652,6.4652,393.1938,1769172842.93477,13.04,9,69,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.9368,7.5065,27,32,59,0.0575,0.0437,0.0438,1,0,100,0.6026,6.564,6.564,399.7578,1769172843.04794,12.86,9,70,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172835.0804,7.9512,27,5,32,0.0589,0.025,0.025,1,0,100,0.1318,7.0101,7.0101,406.7678,1769172843.16633,12.68,9,71,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172834.9783,7.6149,27,32,59,0.0549,0.044,0.0478,1,0,100,0.5984,6.6698,6.6698,413.4377,1769172843.19263,12.5,9,72,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172835.0154,7.7134,27,32,59,0.0533,0.0441,0.0452,1,0,100,0.5922,6.7667,6.7667,420.2043,1769172843.32203,12.33,9,73,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172835.0266,7.8422,27,32,59,0.0478,0.044,0.0441,1,0,100,0.5916,6.89,6.89,427.0944,1769172843.46089,12.16,9,74,0.016,5,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172835.0921,8.114,27,32,59,0.0582,0.0424,0.0457,1,0,100,0.5915,7.1722,7.1722,434.2665,1769172843.80141,12,9,75,0.016,3,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172835.1028,8.2445,27,32,59,0.0474,0.0456,0.046,1,0,100,0.588,7.292,7.292,441.5585,1769172843.93653,11.84,9,76,0.016,3,0,0,13.52,15,0,239,1769172830.244,-8.641,meta-llama/Llama-3.2-1B-Instruct,"1769172830.244, 1769172831.780, 1769172832.257, 1769172834.916, 1769172834.954"
1,0,1769172835.2838,8.219,27,32,59,0.056,0.0448,0.0449,1,0,100,0.6254,7.275,7.275,448.8335,1769172844.13079,11.69,9,77,0.016,3,0,0,13.52,15,0,398,1769172836.562,-7.447,meta-llama/Llama-3.2-1B-Instruct,"1769172836.562, 1769172836.573, 1769172836.583, 1769172836.594, 1769172836.747"
1,0,1769172835.2945,8.3472,27,32,59,0.056,0.0444,0.0445,1,0,100,0.6315,7.4032,7.4032,456.2368,1769172844.2737,11.54,9,78,0.016,4,0,0,13.52,15,0,398,1769172836.562,-7.447,meta-llama/Llama-3.2-1B-Instruct,"1769172836.562, 1769172836.573, 1769172836.583, 1769172836.594, 1769172836.747"
1,0,1769172835.4279,8.3736,27,32,59,0.057,0.0454,0.0458,1,0,100,0.6363,7.4307,7.4307,463.6674,1769172844.4389,11.39,9,79,0.016,5,0,0,13.52,15,0,398,1769172836.562,-7.447,meta-llama/Llama-3.2-1B-Instruct,"1769172836.562, 1769172836.573, 1769172836.583, 1769172836.594, 1769172836.747"
1,0,1769172835.5509,8.3728,27,32,59,0.0541,0.0448,0.0453,1,0,100,0.6029,7.4269,7.4269,471.0943,1769172844.52788,11.25,9,80,0.016,5,0,0,13.52,15,0,398,1769172836.562,-7.447,meta-llama/Llama-3.2-1B-Instruct,"1769172836.562, 1769172836.573, 1769172836.583, 1769172836.594, 1769172836.747"
200,1,1769172827.3759,0.1074,3840,1024,4864,0.5971,0.0441,0.0568,200,0,100,17.097,-182.7956,0,471.0943,1769172844.59863,12.35,10,81,0,0,0,0,12.58,15,0,398,1769172836.562,-7.447,meta-llama/Llama-3.2-1B-Instruct,"1769172836.562, 1769172836.573, 1769172836.583, 1769172836.594, 1769172836.747"
